Nº,Formation,Min,Sh,G,ShA,GA,xG,xGA,xGD,xG90,xGA90,Año,Club
8,3-4-2-1,159,25,4,15,2,3.01-0.99,1.51-0.49,1.50,1.70,0.86,2020,Marseille
9,5-3-2,109,13,3,16,3,2.57-0.43,2.13-0.87,0.43,2.12,1.76,2020,Marseille
10,3-4-1-2,103,9,1,10,1,1.15+0.15,1.09+0.09,0.06,1.01,0.95,2020,Marseille
11,4-4-1-1,100,6,1,28,1,0.70-0.30,3.47+2.47,-2.77,0.63,3.12,2020,Marseille
12,4-1-4-1,30,1,1,5,0,0.33-0.67,0.46+0.46,-0.13,0.99,1.39,2020,Marseille
13,3-5-1-1,3,0,0,1,1,0.00,0.04-0.96,-0.04,0.00,1.10,2020,Marseille
1,4-1-4-1,1365,207,20,133,15,16.52-3.48,12.99-2.01,3.53,1.09,0.86,2020,Rennes
2,4-3-3,1134,163,21,121,15,18.95-2.05,12.43-2.57,6.52,1.50,0.99,2020,Rennes
3,4-4-2,536,83,9,57,4,8.00-1.00,6.29+2.29,1.71,1.34,1.06,2020,Rennes
4,4-2-3-1,229,28,0,19,3,2.74+2.74,1.74-1.26,1.00,1.08,0.68,2020,Rennes
5,4-4-1-1,204,23,2,27,3,2.05+0.05,1.73-1.27,0.33,0.91,0.76,2020,Rennes
6,3-5-2,94,10,0,10,0,0.55+0.55,1.36+1.36,-0.82,0.53,1.31,2020,Rennes
1,3-4-1-2,2523,324,42,272,35,44.46+2.46,31.41-3.59,13.05,1.59,1.12,2020,Lens
2,5-3-2,415,42,2,67,7,4.40+2.40,7.37+0.37,-2.96,0.95,1.60,2020,Lens
3,3-4-3,210,26,2,29,2,2.78+0.78,2.47+0.47,0.31,1.19,1.06,2020,Lens
4,3-1-4-2,187,26,3,22,3,3.05+0.05,3.57+0.57,-0.53,1.47,1.72,2020,Lens
5,3-4-2-1,95,11,2,10,1,2.03+0.03,1.18+0.18,0.85,1.92,1.11,2020,Lens
6,4-4-2,45,11,0,4,2,0.71+0.71,0.86-1.14,-0.15,1.42,1.71,2020,Lens
7,4-3-1-2,30,1,0,6,2,0.07+0.07,0.94-1.06,-0.87,0.20,2.81,2020,Lens
8,3-5-2,27,3,1,1,0,0.21-0.79,0.01+0.01,0.19,0.69,0.04,2020,Lens
9,4-3-3,22,4,3,2,2,1.58-1.42,1.82-0.18,-0.23,6.47,7.43,2020,Lens
10,4-1-4-1,12,2,0,3,0,0.10+0.10,0.22+0.22,-0.12,0.72,1.64,2020,Lens
1,4-3-3,980,123,19,144,17,15.40-3.60,19.10+2.10,-3.70,1.41,1.75,2020,Montpellier
2,4-1-4-1,607,92,11,86,6,15.08+4.08,10.71+4.71,4.37,2.24,1.59,2020,Montpellier
3,3-4-1-2,423,61,9,59,6,6.68-2.32,4.85-1.15,1.83,1.42,1.03,2020,Montpellier
4,4-2-3-1,402,69,7,69,8,7.47+0.47,7.55-0.45,-0.08,1.67,1.69,2020,Montpellier
5,5-3-2,395,34,6,67,8,2.50-3.50,8.39+0.39,-5.89,0.57,1.91,2020,Montpellier
6,4-2-2-2,188,30,3,27,6,2.37-0.63,4.23-1.77,-1.86,1.13,2.02,2020,Montpellier
7,3-1-4-2,114,18,1,19,1,1.16+0.16,1.25+0.25,-0.09,0.91,0.99,2020,Montpellier
8,3-5-2,95,10,2,19,1,1.89-0.11,2.17+1.17,-0.28,1.79,2.06,2020,Montpellier
9,3-5-1-1,94,11,1,17,2,0.49-0.51,2.79+0.79,-2.29,0.47,2.67,2020,Montpellier
10,4-3-2-1,81,5,0,20,3,0.14+0.14,3.37+0.37,-3.23,0.15,3.74,2020,Montpellier
11,4-5-1,56,5,0,15,3,0.16+0.16,2.95-0.05,-2.79,0.25,4.73,2020,Montpellier
12,4-4-1-1,52,1,0,11,1,0.05+0.05,2.07+1.07,-2.02,0.09,3.59,2020,Montpellier
13,4-1-3-2,50,5,1,7,0,0.44-0.56,0.65+0.65,-0.21,0.80,1.17,2020,Montpellier
14,3-4-2-1,6,1,0,1,0,0.01+0.01,0.34+0.34,-0.33,0.13,5.11,2020,Montpellier
15,5-4-1,4,1,0,0,0,0.04+0.04,0.00,0.04,0.93,0.00,2020,Montpellier
1,4-3-3,1028,135,15,131,15,15.25+0.25,14.97-0.03,0.28,1.34,1.31,2020,Nice
2,4-1-4-1,971,115,17,134,19,14.14-2.86,17.64-1.36,-3.49,1.31,1.63,2020,Nice
3,3-1-4-2,464,47,2,66,7,4.31+2.31,8.85+1.85,-4.54,0.84,1.72,2020,Nice
4,3-4-3,387,46,4,56,5,4.55+0.55,5.92+0.92,-1.37,1.06,1.38,2020,Nice
5,3-4-2-1,177,12,4,34,3,2.81-1.19,2.81-0.19,-0.01,1.43,1.43,2020,Nice
6,5-3-2,112,12,2,14,1,2.18+0.18,0.91-0.09,1.27,1.75,0.73,2020,Nice
7,4-4-2,94,14,2,17,1,1.68-0.32,0.75-0.25,0.93,1.61,0.72,2020,Nice
8,4-4-1-1,93,13,0,18,0,0.65+0.65,1.19+1.19,-0.54,0.62,1.15,2020,Nice
9,4-2-3-1,92,6,1,17,1,0.51-0.49,2.32+1.32,-1.81,0.50,2.27,2020,Nice
10,5-4-1,78,8,2,9,0,1.47-0.53,0.38+0.38,1.09,1.70,0.44,2020,Nice
11,3-5-2,58,3,1,12,1,0.60-0.40,1.26+0.26,-0.67,0.92,1.96,2020,Nice
1,3-4-1-2,33692,142,13,146,14,10.71-2.29,16.77+2.77,-6.06,0.03,0.04,2020,Metz
2,4-3-3,725,87,11,85,11,10.14-0.86,9.78-1.22,0.36,1.26,1.21,2020,Metz
3,4-2-3-1,455,63,7,50,5,7.34+0.34,7.03+2.03,0.32,1.45,1.39,2020,Metz
4,5-4-1,281,30,1,40,2,2.76+1.76,2.97+0.97,-0.21,0.88,0.95,2020,Metz
5,3-4-2-1,187,25,1,27,2,2.30+1.30,2.14+0.14,0.17,1.11,1.03,2020,Metz
6,3-4-3,184,29,2,21,3,3.47+1.47,1.60-1.40,1.86,1.70,0.78,2020,Metz
7,4-4-1-1,184,15,1,25,2,1.13+0.13,1.77-0.23,-0.65,0.55,0.87,2020,Metz
8,5-3-2,139,9,2,16,1,1.64-0.36,1.77+0.77,-0.13,1.06,1.15,2020,Metz
9,4-4-2,95,14,1,17,1,1.11+0.11,0.86-0.14,0.24,1.05,0.82,2020,Metz
10,4-1-4-1,94,6,2,18,2,1.72-0.28,0.79-1.21,0.93,1.65,0.76,2020,Metz
11,3-5-1-1,93,8,1,19,3,0.65-0.35,2.71-0.29,-2.06,0.63,2.62,2020,Metz
12,3-1-4-2,92,7,2,16,2,1.46-0.54,2.38+0.38,-0.91,1.43,2.32,2020,Metz
1,4-4-2,1354,183,14,166,22,18.21+4.21,20.45-1.55,-2.24,1.21,1.36,2020,Saint-Etienne
2,4-2-3-1,750,112,11,64,7,14.11+3.11,6.83-0.17,7.27,1.69,0.82,2020,Saint-Etienne
3,4-1-4-1,585,82,10,65,9,10.76+0.76,9.46+0.46,1.30,1.65,1.45,2020,Saint-Etienne
4,4-3-3,256,17,3,35,3,2.05-0.95,2.79-0.21,-0.74,0.72,0.98,2020,Saint-Etienne
5,3-4-1-2,225,19,1,25,6,1.46+0.46,4.55-1.45,-3.09,0.58,1.82,2020,Saint-Etienne
6,4-1-2-1-2,115,4,0,19,5,0.31+0.31,2.20-2.80,-1.89,0.24,1.72,2020,Saint-Etienne
7,4-5-1,95,6,2,13,0,0.35-1.65,0.80+0.80,-0.46,0.33,0.76,2020,Saint-Etienne
8,3-4-2-1,94,13,1,10,0,1.56+0.56,0.33+0.33,1.23,1.49,0.31,2020,Saint-Etienne
9,4-3-1-2,68,7,0,15,1,1.16+1.16,2.61+1.61,-1.45,1.54,3.45,2020,Saint-Etienne
10,5-3-2,8,1,0,4,1,0.06+0.06,0.56-0.44,-0.50,0.67,6.30,2020,Saint-Etienne
1,4-2-3-1,1692,195,18,214,23,18.37+0.37,25.37+2.37,-7.01,0.98,1.35,2020,Bordeaux
2,4-4-2,645,90,9,88,10,9.11+0.11,9.22-0.78,-0.11,1.27,1.29,2020,Bordeaux
3,4-3-3,376,39,2,58,7,4.91+2.91,6.91-0.09,-1.99,1.18,1.65,2020,Bordeaux
4,5-3-2,263,28,5,35,3,4.56-0.44,3.59+0.59,0.97,1.56,1.23,2020,Bordeaux
5,4-1-4-1,260,33,4,35,7,4.39+0.39,5.30-1.70,-0.91,1.52,1.83,2020,Bordeaux
6,3-4-1-2,94,14,2,12,3,1.59-0.41,2.28-0.72,-0.69,1.53,2.19,2020,Bordeaux
7,3-4-3,93,11,0,11,1,0.81+0.81,1.28+0.28,-0.47,0.79,1.24,2020,Bordeaux
8,3-5-2,92,8,1,15,2,0.98-0.02,1.84-0.16,-0.86,0.96,1.80,2020,Bordeaux
9,4-4-1-1,32,3,1,5,0,0.14-0.86,0.43+0.43,-0.29,0.38,1.20,2020,Bordeaux
1,4-2-3-1,2165,235,30,230,32,27.03-2.97,29.71-2.29,-2.68,1.12,1.24,2020,Angers
2,4-1-4-1,392,56,3,37,5,5.97+2.97,6.01+1.01,-0.04,1.37,1.38,2020,Angers
3,5-4-1,230,22,3,38,8,2.45-0.55,4.04-3.96,-1.59,0.96,1.58,2020,Angers
4,4-4-1-1,211,32,1,21,1,1.93+0.93,2.31+1.31,-0.38,0.82,0.98,2020,Angers
5,5-3-2,209,15,0,30,4,1.13+1.13,4.91+0.91,-3.78,0.49,2.11,2020,Angers
6,4-3-3,190,22,3,23,5,1.57-1.43,3.81-1.19,-2.24,0.74,1.81,2020,Angers
7,4-4-2,164,20,0,20,3,1.53+1.53,3.32+0.32,-1.79,0.84,1.82,2020,Angers
1,4-1-4-1,1723,153,18,242,23,15.73-2.27,30.21+7.21,-14.48,0.82,1.58,2020,Reims
2,4-4-2,1006,115,11,140,16,9.38-1.62,18.18+2.18,-8.80,0.84,1.63,2020,Reims
3,4-2-3-1,446,51,6,73,7,4.55-1.45,8.80+1.80,-4.25,0.92,1.78,2020,Reims
4,4-3-3,258,42,5,34,2,5.31+0.31,2.97+0.97,2.34,1.85,1.04,2020,Reims
5,4-5-1,112,4,1,23,2,1.36+0.36,3.17+1.17,-1.81,1.10,2.55,2020,Reims
6,4-4-1-1,12,1,1,1,0,0.07-0.93,0.09+0.09,-0.01,0.54,0.65,2020,Reims
1,4-2-3-1,1260,133,14,129,24,14.43+0.43,18.90-5.10,-4.47,1.03,1.35,2020,Strasbourg
2,4-1-2-1-2,914,130,20,102,11,20.98+0.98,10.94-0.06,10.05,2.07,1.08,2020,Strasbourg
3,5-3-2,442,39,8,48,4,5.64-2.36,4.97+0.97,0.67,1.15,1.01,2020,Strasbourg
4,3-5-1-1,187,25,1,29,6,2.53+1.53,4.93-1.07,-2.39,1.22,2.37,2020,Strasbourg
5,4-4-2,160,17,2,20,2,2.56+0.56,2.03+0.03,0.54,1.44,1.14,2020,Strasbourg
6,4-1-4-1,141,27,1,17,6,2.00+1.00,4.10-1.90,-2.11,1.27,2.62,2020,Strasbourg
7,4-3-1-2,95,12,1,7,2,1.40+0.40,1.09-0.91,0.31,1.33,1.04,2020,Strasbourg
8,3-4-1-2,94,17,1,5,0,0.76-0.24,0.74+0.74,0.02,0.72,0.70,2020,Strasbourg
9,4-1-3-2,93,15,1,8,0,2.61+1.61,1.25+1.25,1.36,2.53,1.21,2020,Strasbourg
10,5-4-1,88,9,0,10,2,0.88+0.88,1.76-0.24,-0.88,0.90,1.80,2020,Strasbourg
11,4-4-1-1,77,6,0,8,1,0.61+0.61,0.92-0.08,-0.31,0.71,1.07,2020,Strasbourg
12,4-3-3,8,5,0,0,0,0.48+0.48,0.00,0.48,5.43,0.00,2020,Strasbourg
1,5-4-1,913,100,18,128,14,12.12-5.88,13.72-0.28,-1.61,1.19,1.35,2020,Lorient
2,4-3-3,532,61,8,54,10,6.51-1.49,8.42-1.58,-1.91,1.10,1.42,2020,Lorient
3,4-4-2,478,67,5,64,8,9.68+4.68,4.99-3.01,4.68,1.82,0.94,2020,Lorient
4,4-2-3-1,406,43,2,56,8,3.07+1.07,5.66-2.34,-2.59,0.68,1.25,2020,Lorient
5,3-5-2,270,31,3,33,4,5.07+2.07,3.38-0.62,1.69,1.69,1.13,2020,Lorient
6,5-3-2,236,24,4,32,5,3.31-0.69,5.17+0.17,-1.86,1.26,1.97,2020,Lorient
7,4-1-4-1,198,25,4,24,6,3.74-0.26,2.42-3.58,1.32,1.70,1.10,2020,Lorient
8,3-4-3,188,28,2,13,1,2.63+0.63,1.62+0.62,1.00,1.26,0.78,2020,Lorient
9,4-4-1-1,162,13,1,49,7,0.93-0.07,5.50-1.50,-4.57,0.52,3.05,2020,Lorient
10,4-5-1,94,24,2,3,2,2.13+0.13,0.66-1.34,1.48,2.04,0.63,2020,Lorient
11,3-4-1-2,65,12,1,11,3,1.42+0.42,2.79-0.21,-1.37,1.97,3.87,2020,Lorient
1,4-4-2,34907,290,33,311,40,32.87-0.13,39.01-0.99,-6.14,0.08,0.10,2020,Brest
2,4-2-3-1,815,118,12,109,18,12.17+0.17,14.26-3.74,-2.09,1.34,1.58,2020,Brest
3,4-4-1-1,194,10,0,31,3,0.52+0.52,3.11+0.11,-2.59,0.24,1.44,2020,Brest
4,4-1-4-1,117,5,3,14,3,1.56-1.44,1.51-1.49,0.05,1.20,1.17,2020,Brest
5,3-4-3,95,5,0,13,1,0.23+0.23,1.77+0.77,-1.54,0.22,1.67,2020,Brest
6,4-3-3,94,24,2,8,1,2.06+0.06,0.64-0.36,1.42,1.97,0.61,2020,Brest
1,4-4-2,1353,148,16,137,14,16.73+0.73,17.37+3.37,-0.64,1.11,1.16,2020,Nantes
2,4-2-3-1,1126,132,19,163,21,17.10-1.90,22.23+1.23,-5.13,1.37,1.78,2020,Nantes
3,4-1-4-1,268,25,3,39,5,3.07+0.07,4.24-0.76,-1.16,1.03,1.42,2020,Nantes
4,4-3-3,189,35,3,26,4,3.96+0.96,2.77-1.23,1.20,1.89,1.32,2020,Nantes
5,4-4-1-1,181,23,2,22,4,2.56+0.56,2.59-1.41,-0.03,1.27,1.29,2020,Nantes
6,3-4-3,96,8,2,11,1,1.16-0.84,0.88-0.12,0.27,1.09,0.83,2020,Nantes
7,5-3-2,93,8,1,15,1,1.39+0.39,0.86-0.14,0.53,1.35,0.83,2020,Nantes
8,5-4-1,92,18,0,22,3,1.12+1.12,3.99+0.99,-2.87,1.09,3.90,2020,Nantes
9,4-5-1,92,13,1,14,1,1.28+0.28,1.50+0.50,-0.23,1.25,1.47,2020,Nantes
10,3-5-2,69,2,0,9,1,0.10+0.10,0.40-0.60,-0.30,0.13,0.52,2020,Nantes
1,4-1-4-1,1487,166,19,190,24,20.57+1.57,21.40-2.60,-0.83,1.25,1.30,2020,Nimes
2,4-2-3-1,1032,128,16,151,26,13.96-2.04,22.74-3.26,-8.78,1.22,1.98,2020,Nimes
3,4-3-3,677,61,4,117,10,5.11+1.11,11.76+1.76,-6.66,0.68,1.56,2020,Nimes
4,4-4-2,262,28,1,41,6,1.56+0.56,5.62-0.38,-4.06,0.54,1.93,2020,Nimes
5,3-4-3,92,6,0,13,3,0.56+0.56,2.82-0.18,-2.26,0.55,2.76,2020,Nimes
6,4-4-1-1,21,1,0,7,2,0.04+0.04,1.48-0.52,-1.44,0.16,6.33,2020,Nimes
1,4-2-3-1,1826,193,16,263,32,16.15+0.15,41.20+9.20,-25.05,0.80,2.03,2020,Dijon
2,5-3-2,594,53,5,84,18,6.25+1.25,12.88-5.12,-6.63,0.95,1.95,2020,Dijon
3,4-3-3,560,56,0,101,12,4.33+4.33,14.94+2.94,-10.61,0.70,2.40,2020,Dijon
4,4-4-2,267,28,3,45,6,3.51+0.51,5.63-0.37,-2.11,1.18,1.90,2020,Dijon
5,3-4-1-2,178,10,0,30,4,0.81+0.81,5.06+1.06,-4.25,0.41,2.56,2020,Dijon
6,4-4-1-1,94,5,0,11,0,0.49+0.49,1.80+1.80,-1.31,0.47,1.73,2020,Dijon
7,4-1-4-1,34,5,1,2,0,0.52-0.48,0.10+0.10,0.42,1.38,0.27,2020,Dijon
8,3-4-3,7,0,0,2,1,0.00,0.83-0.17,-0.83,0.00,10.72,2020,Dijon
